"date_debut","date_fin","Député","Groupe"
"2018-07-12","2018-07-15","pascal-bois","LREM"
"2018-07-16","2018-09-11","pascal-bois","LREM"
"2018-09-12","2018-09-17","pascal-bois","LREM"
"2018-09-18","2018-09-30","pascal-bois","LREM"
"2018-10-01","2018-10-03","pascal-bois","LREM"
"2018-10-04","2018-10-04","pascal-bois","LREM"
"2018-10-05","2018-10-05","pascal-bois","LREM"
"2018-10-06","2018-10-17","pascal-bois","LREM"
"2018-10-18","2018-11-16","pascal-bois","LREM"
"2018-11-17","2018-11-18","pascal-bois","LREM"
"2018-11-19","2018-11-25","pascal-bois","LREM"
"2018-11-26","2018-11-27","pascal-bois","LREM"
"2018-11-28","2018-12-21","pascal-bois","LREM"
"2018-12-22","2019-01-08","pascal-bois","LREM"
"2019-01-09","2019-01-09","pascal-bois","LREM"
"2019-01-10","2019-01-14","pascal-bois","LREM"
"2019-01-15","2019-02-14","pascal-bois","LREM"
"2019-02-15","2019-02-25","pascal-bois","LREM"
"2019-02-26","2019-02-27","pascal-bois","LREM"
"2019-02-28","2019-04-27","pascal-bois","LREM"
"2019-04-28","2019-04-28","pascal-bois","LREM"
"2019-04-29","2019-04-30","pascal-bois","LREM"
"2019-05-01","2019-05-01","pascal-bois","LREM"
"2019-05-02","2019-06-10","pascal-bois","LREM"
"2019-06-11","2019-06-26","pascal-bois","LREM"
"2019-06-27","2019-07-01","pascal-bois","LREM"
"2019-07-02","2019-07-07","pascal-bois","LREM"
"2019-07-08","2019-07-24","pascal-bois","LREM"
"2017-06-21","2017-06-26","pascal-brindeau",NA
"2017-06-27","2017-06-28","pascal-brindeau",NA
"2017-06-29","2017-07-21","pascal-brindeau",NA
"2017-07-22","2017-07-22","pascal-brindeau",NA
"2017-07-23","2017-07-24","pascal-brindeau",NA
"2017-07-25","2017-08-21","pascal-brindeau",NA
"2017-08-22","2017-09-05","pascal-brindeau",NA
"2017-09-06","2017-11-16","pascal-brindeau",NA
"2017-11-17","2017-11-28","pascal-brindeau",NA
"2017-11-29","2017-11-29","pascal-brindeau",NA
"2017-11-30","2017-12-08","pascal-brindeau",NA
"2017-12-09","2017-12-18","pascal-brindeau",NA
"2017-12-19","2017-12-24","pascal-brindeau",NA
"2017-12-25","2017-12-25","pascal-brindeau",NA
"2017-12-26","2018-01-19","pascal-brindeau",NA
"2018-01-20","2018-01-23","pascal-brindeau",NA
"2018-01-24","2018-02-02","pascal-brindeau",NA
"2018-02-03","2018-02-04","pascal-brindeau",NA
"2018-02-05","2018-03-12","pascal-brindeau",NA
"2018-03-13","2018-03-18","pascal-brindeau",NA
"2018-03-19","2018-03-19","pascal-brindeau",NA
"2018-03-20","2018-03-25","pascal-brindeau",NA
"2018-03-26","2018-03-26","pascal-brindeau",NA
"2018-03-27","2018-04-15","pascal-brindeau",NA
"2018-04-16","2018-04-22","pascal-brindeau",NA
"2018-04-23","2018-04-23","pascal-brindeau",NA
"2018-04-24","2018-04-29","pascal-brindeau",NA
"2018-04-30","2018-05-02","pascal-brindeau",NA
"2018-05-03","2018-05-08","pascal-brindeau",NA
"2018-05-09","2018-06-15","pascal-brindeau",NA
"2018-06-16","2018-07-06","pascal-brindeau",NA
"2018-07-07","2018-07-11","pascal-brindeau",NA
"2018-07-12","2018-07-15","pascal-brindeau",NA
"2018-07-16","2018-09-11","pascal-brindeau",NA
"2018-09-12","2018-09-17","pascal-brindeau",NA
"2018-09-18","2018-09-30","pascal-brindeau",NA
"2018-10-01","2018-10-03","pascal-brindeau",NA
"2018-10-04","2018-10-04","pascal-brindeau",NA
"2018-10-05","2018-10-05","pascal-brindeau",NA
"2018-10-06","2018-10-17","pascal-brindeau",NA
"2018-10-18","2018-11-16","pascal-brindeau",NA
"2018-11-17","2018-11-18","pascal-brindeau",NA
"2018-11-19","2018-11-25","pascal-brindeau",NA
"2018-11-26","2018-11-27","pascal-brindeau",NA
"2018-11-28","2018-12-21","pascal-brindeau",NA
"2018-12-22","2019-01-08","pascal-brindeau",NA
"2019-01-09","2019-01-09","pascal-brindeau",NA
"2019-01-10","2019-01-14","pascal-brindeau","UAI"
"2019-01-15","2019-02-14","pascal-brindeau","UAI"
"2019-02-15","2019-02-25","pascal-brindeau","UAI"
"2019-02-26","2019-02-27","pascal-brindeau","UAI"
"2019-02-28","2019-04-27","pascal-brindeau","UAI"
"2019-04-28","2019-04-28","pascal-brindeau","UAI"
"2019-04-29","2019-04-30","pascal-brindeau","UAI"
"2019-05-01","2019-05-01","pascal-brindeau","UAI"
"2019-05-02","2019-06-10","pascal-brindeau","UAI"
"2019-06-11","2019-06-26","pascal-brindeau","UDII"
"2019-06-27","2019-07-01","pascal-brindeau","UDII"
"2019-07-02","2019-07-07","pascal-brindeau","UDII"
"2019-07-08","2019-07-24","pascal-brindeau","UDII"
"2017-06-21","2017-06-26","pascal-lavergne",NA
"2017-06-27","2017-06-28","pascal-lavergne",NA
"2017-06-29","2017-07-21","pascal-lavergne",NA
"2017-07-22","2017-07-22","pascal-lavergne",NA
"2017-07-23","2017-07-24","pascal-lavergne",NA
"2017-07-25","2017-08-21","pascal-lavergne",NA
"2017-08-22","2017-09-05","pascal-lavergne",NA
"2017-09-06","2017-11-16","pascal-lavergne",NA
"2017-11-17","2017-11-28","pascal-lavergne",NA
"2017-11-29","2017-11-29","pascal-lavergne",NA
"2017-11-30","2017-12-08","pascal-lavergne",NA
"2017-12-09","2017-12-18","pascal-lavergne",NA
"2017-12-19","2017-12-24","pascal-lavergne",NA
"2017-12-25","2017-12-25","pascal-lavergne",NA
"2017-12-26","2018-01-19","pascal-lavergne",NA
"2018-01-20","2018-01-23","pascal-lavergne",NA
"2018-01-24","2018-02-02","pascal-lavergne",NA
"2018-02-03","2018-02-04","pascal-lavergne",NA
"2018-02-05","2018-03-12","pascal-lavergne",NA
"2018-03-13","2018-03-18","pascal-lavergne",NA
"2018-03-19","2018-03-19","pascal-lavergne",NA
"2018-03-20","2018-03-25","pascal-lavergne",NA
"2018-03-26","2018-03-26","pascal-lavergne",NA
"2018-03-27","2018-04-15","pascal-lavergne",NA
"2018-04-16","2018-04-22","pascal-lavergne",NA
"2018-04-23","2018-04-23","pascal-lavergne",NA
"2018-04-24","2018-04-29","pascal-lavergne",NA
"2018-04-30","2018-05-02","pascal-lavergne",NA
"2018-05-03","2018-05-08","pascal-lavergne",NA
"2018-05-09","2018-06-15","pascal-lavergne",NA
"2018-06-16","2018-07-06","pascal-lavergne",NA
"2018-07-07","2018-07-11","pascal-lavergne",NA
"2018-07-12","2018-07-15","pascal-lavergne",NA
"2018-07-16","2018-09-11","pascal-lavergne",NA
"2018-09-12","2018-09-17","pascal-lavergne",NA
"2018-09-18","2018-09-30","pascal-lavergne",NA
"2018-10-01","2018-10-03","pascal-lavergne",NA
"2018-10-04","2018-10-04","pascal-lavergne",NA
"2018-10-05","2018-10-05","pascal-lavergne",NA
"2018-10-06","2018-10-17","pascal-lavergne",NA
"2018-10-18","2018-11-16","pascal-lavergne",NA
"2018-11-17","2018-11-18","pascal-lavergne","NI"
"2018-11-19","2018-11-25","pascal-lavergne","LREM"
"2018-11-26","2018-11-27","pascal-lavergne","LREM"
"2018-11-28","2018-12-21","pascal-lavergne","LREM"
"2018-12-22","2019-01-08","pascal-lavergne","LREM"
"2019-01-09","2019-01-09","pascal-lavergne","LREM"
"2019-01-10","2019-01-14","pascal-lavergne","LREM"
"2019-01-15","2019-02-14","pascal-lavergne","LREM"
"2019-02-15","2019-02-25","pascal-lavergne","LREM"
"2019-02-26","2019-02-27","pascal-lavergne","LREM"
"2019-02-28","2019-04-27","pascal-lavergne","LREM"
"2019-04-28","2019-04-28","pascal-lavergne","LREM"
"2019-04-29","2019-04-30","pascal-lavergne","LREM"
"2019-05-01","2019-05-01","pascal-lavergne","LREM"
"2019-05-02","2019-06-10","pascal-lavergne","LREM"
"2019-06-11","2019-06-26","pascal-lavergne","LREM"
"2019-06-27","2019-07-01","pascal-lavergne","LREM"
"2019-07-02","2019-07-07","pascal-lavergne","LREM"
"2019-07-08","2019-07-24","pascal-lavergne","LREM"
"2017-06-21","2017-06-26","pascale-boyer","NI"
"2017-06-27","2017-06-28","pascale-boyer","LREM"
"2017-06-29","2017-07-21","pascale-boyer","LREM"
"2017-07-22","2017-07-22","pascale-boyer","LREM"
"2017-07-23","2017-07-24","pascale-boyer","LREM"
"2017-07-25","2017-08-21","pascale-boyer","LREM"
"2017-08-22","2017-09-05","pascale-boyer","LREM"
"2017-09-06","2017-11-16","pascale-boyer","LREM"
"2017-11-17","2017-11-28","pascale-boyer","LREM"
"2017-11-29","2017-11-29","pascale-boyer","LREM"
"2017-11-30","2017-12-08","pascale-boyer","LREM"
"2017-12-09","2017-12-18","pascale-boyer","LREM"
"2017-12-19","2017-12-24","pascale-boyer","LREM"
"2017-12-25","2017-12-25","pascale-boyer","LREM"
"2017-12-26","2018-01-19","pascale-boyer","LREM"
"2018-01-20","2018-01-23","pascale-boyer","LREM"
"2018-01-24","2018-02-02","pascale-boyer","LREM"
"2018-02-03","2018-02-04","pascale-boyer","LREM"
"2018-02-05","2018-03-12","pascale-boyer","LREM"
"2018-03-13","2018-03-18","pascale-boyer","LREM"
"2018-03-19","2018-03-19","pascale-boyer","LREM"
"2018-03-20","2018-03-25","pascale-boyer","LREM"
"2018-03-26","2018-03-26","pascale-boyer","LREM"
"2018-03-27","2018-04-15","pascale-boyer","LREM"
"2018-04-16","2018-04-22","pascale-boyer","LREM"
"2018-04-23","2018-04-23","pascale-boyer","LREM"
"2018-04-24","2018-04-29","pascale-boyer","LREM"
"2018-04-30","2018-05-02","pascale-boyer","LREM"
"2018-05-03","2018-05-08","pascale-boyer","LREM"
"2018-05-09","2018-06-15","pascale-boyer","LREM"
"2018-06-16","2018-07-06","pascale-boyer","LREM"
"2018-07-07","2018-07-11","pascale-boyer","LREM"
"2018-07-12","2018-07-15","pascale-boyer","LREM"
"2018-07-16","2018-09-11","pascale-boyer","LREM"
"2018-09-12","2018-09-17","pascale-boyer","LREM"
"2018-09-18","2018-09-30","pascale-boyer","LREM"
"2018-10-01","2018-10-03","pascale-boyer","LREM"
"2018-10-04","2018-10-04","pascale-boyer","LREM"
"2018-10-05","2018-10-05","pascale-boyer","LREM"
"2018-10-06","2018-10-17","pascale-boyer","LREM"
"2018-10-18","2018-11-16","pascale-boyer","LREM"
"2018-11-17","2018-11-18","pascale-boyer","LREM"
"2018-11-19","2018-11-25","pascale-boyer","LREM"
"2018-11-26","2018-11-27","pascale-boyer","LREM"
"2018-11-28","2018-12-21","pascale-boyer","LREM"
"2018-12-22","2019-01-08","pascale-boyer","LREM"
"2019-01-09","2019-01-09","pascale-boyer","LREM"
"2019-01-10","2019-01-14","pascale-boyer","LREM"
"2019-01-15","2019-02-14","pascale-boyer","LREM"
"2019-02-15","2019-02-25","pascale-boyer","LREM"
"2019-02-26","2019-02-27","pascale-boyer","LREM"
"2019-02-28","2019-04-27","pascale-boyer","LREM"
"2019-04-28","2019-04-28","pascale-boyer","LREM"
"2019-04-29","2019-04-30","pascale-boyer","LREM"
"2019-05-01","2019-05-01","pascale-boyer","LREM"
"2019-05-02","2019-06-10","pascale-boyer","LREM"
"2019-06-11","2019-06-26","pascale-boyer","LREM"
"2019-06-27","2019-07-01","pascale-boyer","LREM"
"2019-07-02","2019-07-07","pascale-boyer","LREM"
"2019-07-08","2019-07-24","pascale-boyer","LREM"
"2017-06-21","2017-06-26","pascale-fontenel-personne","NI"
"2017-06-27","2017-06-28","pascale-fontenel-personne","LREM"
"2017-06-29","2017-07-21","pascale-fontenel-personne","LREM"
"2017-07-22","2017-07-22","pascale-fontenel-personne","LREM"
"2017-07-23","2017-07-24","pascale-fontenel-personne","LREM"
"2017-07-25","2017-08-21","pascale-fontenel-personne","LREM"
"2017-08-22","2017-09-05","pascale-fontenel-personne","LREM"
"2017-09-06","2017-11-16","pascale-fontenel-personne","LREM"
"2017-11-17","2017-11-28","pascale-fontenel-personne","LREM"
"2017-11-29","2017-11-29","pascale-fontenel-personne","LREM"
"2017-11-30","2017-12-08","pascale-fontenel-personne","LREM"
"2017-12-09","2017-12-18","pascale-fontenel-personne","LREM"
"2017-12-19","2017-12-24","pascale-fontenel-personne","LREM"
"2017-12-25","2017-12-25","pascale-fontenel-personne","LREM"
"2017-12-26","2018-01-19","pascale-fontenel-personne","LREM"
"2018-01-20","2018-01-23","pascale-fontenel-personne","LREM"
"2018-01-24","2018-02-02","pascale-fontenel-personne","LREM"
"2018-02-03","2018-02-04","pascale-fontenel-personne","LREM"
"2018-02-05","2018-03-12","pascale-fontenel-personne","LREM"
"2018-03-13","2018-03-18","pascale-fontenel-personne","LREM"
"2018-03-19","2018-03-19","pascale-fontenel-personne","LREM"
"2018-03-20","2018-03-25","pascale-fontenel-personne","LREM"
"2018-03-26","2018-03-26","pascale-fontenel-personne","LREM"
"2018-03-27","2018-04-15","pascale-fontenel-personne","LREM"
"2018-04-16","2018-04-22","pascale-fontenel-personne","LREM"
"2018-04-23","2018-04-23","pascale-fontenel-personne","LREM"
"2018-04-24","2018-04-29","pascale-fontenel-personne","LREM"
"2018-04-30","2018-05-02","pascale-fontenel-personne","LREM"
"2018-05-03","2018-05-08","pascale-fontenel-personne","LREM"
"2018-05-09","2018-06-15","pascale-fontenel-personne","LREM"
"2018-06-16","2018-07-06","pascale-fontenel-personne","LREM"
"2018-07-07","2018-07-11","pascale-fontenel-personne","LREM"
"2018-07-12","2018-07-15","pascale-fontenel-personne","LREM"
"2018-07-16","2018-09-11","pascale-fontenel-personne","LREM"
"2018-09-12","2018-09-17","pascale-fontenel-personne","LREM"
"2018-09-18","2018-09-30","pascale-fontenel-personne","LREM"
"2018-10-01","2018-10-03","pascale-fontenel-personne","LREM"
"2018-10-04","2018-10-04","pascale-fontenel-personne","LREM"
"2018-10-05","2018-10-05","pascale-fontenel-personne","LREM"
"2018-10-06","2018-10-17","pascale-fontenel-personne","LREM"
"2018-10-18","2018-11-16","pascale-fontenel-personne","LREM"
"2018-11-17","2018-11-18","pascale-fontenel-personne","LREM"
"2018-11-19","2018-11-25","pascale-fontenel-personne","LREM"
"2018-11-26","2018-11-27","pascale-fontenel-personne","LREM"
"2018-11-28","2018-12-21","pascale-fontenel-personne","LREM"
"2018-12-22","2019-01-08","pascale-fontenel-personne","LREM"
"2019-01-09","2019-01-09","pascale-fontenel-personne","LREM"
"2019-01-10","2019-01-14","pascale-fontenel-personne","LREM"
"2019-01-15","2019-02-14","pascale-fontenel-personne","LREM"
"2019-02-15","2019-02-25","pascale-fontenel-personne","LREM"
"2019-02-26","2019-02-27","pascale-fontenel-personne","LREM"
"2019-02-28","2019-04-27","pascale-fontenel-personne","LREM"
"2019-04-28","2019-04-28","pascale-fontenel-personne","LREM"
"2019-04-29","2019-04-30","pascale-fontenel-personne","LREM"
"2019-05-01","2019-05-01","pascale-fontenel-personne","LREM"
"2019-05-02","2019-06-10","pascale-fontenel-personne","LREM"
"2019-06-11","2019-06-26","pascale-fontenel-personne","LREM"
"2019-06-27","2019-07-01","pascale-fontenel-personne","LREM"
"2019-07-02","2019-07-07","pascale-fontenel-personne","LREM"
"2019-07-08","2019-07-24","pascale-fontenel-personne","LREM"
"2017-06-21","2017-06-26","patrice-anato","NI"
"2017-06-27","2017-06-28","patrice-anato","LREM"
"2017-06-29","2017-07-21","patrice-anato","LREM"
"2017-07-22","2017-07-22","patrice-anato","LREM"
"2017-07-23","2017-07-24","patrice-anato","LREM"
"2017-07-25","2017-08-21","patrice-anato","LREM"
"2017-08-22","2017-09-05","patrice-anato","LREM"
"2017-09-06","2017-11-16","patrice-anato","LREM"
"2017-11-17","2017-11-28","patrice-anato","LREM"
"2017-11-29","2017-11-29","patrice-anato","LREM"
"2017-11-30","2017-12-08","patrice-anato","LREM"
"2017-12-09","2017-12-18","patrice-anato","LREM"
"2017-12-19","2017-12-24","patrice-anato","LREM"
"2017-12-25","2017-12-25","patrice-anato","LREM"
"2017-12-26","2018-01-19","patrice-anato","LREM"
"2018-01-20","2018-01-23","patrice-anato","LREM"
"2018-01-24","2018-02-02","patrice-anato","LREM"
"2018-02-03","2018-02-04","patrice-anato","LREM"
"2018-02-05","2018-03-12","patrice-anato","LREM"
"2018-03-13","2018-03-18","patrice-anato","LREM"
"2018-03-19","2018-03-19","patrice-anato","LREM"
"2018-03-20","2018-03-25","patrice-anato","LREM"
"2018-03-26","2018-03-26","patrice-anato","LREM"
"2018-03-27","2018-04-15","patrice-anato","LREM"
"2018-04-16","2018-04-22","patrice-anato","LREM"
"2018-04-23","2018-04-23","patrice-anato","LREM"
"2018-04-24","2018-04-29","patrice-anato","LREM"
"2018-04-30","2018-05-02","patrice-anato","LREM"
