"date_debut","date_fin","Député","Groupe"
"2018-03-13","2018-03-18","anne-laurence-petel","LREM"
"2018-03-19","2018-03-19","anne-laurence-petel","LREM"
"2018-03-20","2018-03-25","anne-laurence-petel","LREM"
"2018-03-26","2018-03-26","anne-laurence-petel","LREM"
"2018-03-27","2018-04-15","anne-laurence-petel","LREM"
"2018-04-16","2018-04-22","anne-laurence-petel","LREM"
"2018-04-23","2018-04-23","anne-laurence-petel","LREM"
"2018-04-24","2018-04-29","anne-laurence-petel","LREM"
"2018-04-30","2018-05-02","anne-laurence-petel","LREM"
"2018-05-03","2018-05-08","anne-laurence-petel","LREM"
"2018-05-09","2018-06-15","anne-laurence-petel","LREM"
"2018-06-16","2018-07-06","anne-laurence-petel","LREM"
"2018-07-07","2018-07-11","anne-laurence-petel","LREM"
"2018-07-12","2018-07-15","anne-laurence-petel","LREM"
"2018-07-16","2018-09-11","anne-laurence-petel","LREM"
"2018-09-12","2018-09-17","anne-laurence-petel","LREM"
"2018-09-18","2018-09-30","anne-laurence-petel","LREM"
"2018-10-01","2018-10-03","anne-laurence-petel","LREM"
"2018-10-04","2018-10-04","anne-laurence-petel","LREM"
"2018-10-05","2018-10-05","anne-laurence-petel","LREM"
"2018-10-06","2018-10-17","anne-laurence-petel","LREM"
"2018-10-18","2018-11-16","anne-laurence-petel","LREM"
"2018-11-17","2018-11-18","anne-laurence-petel","LREM"
"2018-11-19","2018-11-25","anne-laurence-petel","LREM"
"2018-11-26","2018-11-27","anne-laurence-petel","LREM"
"2018-11-28","2018-12-21","anne-laurence-petel","LREM"
"2018-12-22","2019-01-08","anne-laurence-petel","LREM"
"2019-01-09","2019-01-09","anne-laurence-petel","LREM"
"2019-01-10","2019-01-14","anne-laurence-petel","LREM"
"2019-01-15","2019-02-14","anne-laurence-petel","LREM"
"2019-02-15","2019-02-25","anne-laurence-petel","LREM"
"2019-02-26","2019-02-27","anne-laurence-petel","LREM"
"2019-02-28","2019-04-27","anne-laurence-petel","LREM"
"2019-04-28","2019-04-28","anne-laurence-petel","LREM"
"2019-04-29","2019-04-30","anne-laurence-petel","LREM"
"2019-05-01","2019-05-01","anne-laurence-petel","LREM"
"2019-05-02","2019-06-10","anne-laurence-petel","LREM"
"2019-06-11","2019-06-26","anne-laurence-petel","LREM"
"2019-06-27","2019-07-01","anne-laurence-petel","LREM"
"2019-07-02","2019-07-07","anne-laurence-petel","LREM"
"2019-07-08","2019-07-24","anne-laurence-petel","LREM"
"2017-06-21","2017-06-26","annick-girardin","NI"
"2017-06-27","2017-06-28","annick-girardin","NI"
"2017-06-29","2017-07-21","annick-girardin","LREM"
"2017-07-22","2017-07-22","annick-girardin",NA
"2017-07-23","2017-07-24","annick-girardin",NA
"2017-07-25","2017-08-21","annick-girardin",NA
"2017-08-22","2017-09-05","annick-girardin",NA
"2017-09-06","2017-11-16","annick-girardin",NA
"2017-11-17","2017-11-28","annick-girardin",NA
"2017-11-29","2017-11-29","annick-girardin",NA
"2017-11-30","2017-12-08","annick-girardin",NA
"2017-12-09","2017-12-18","annick-girardin",NA
"2017-12-19","2017-12-24","annick-girardin",NA
"2017-12-25","2017-12-25","annick-girardin",NA
"2017-12-26","2018-01-19","annick-girardin",NA
"2018-01-20","2018-01-23","annick-girardin",NA
"2018-01-24","2018-02-02","annick-girardin",NA
"2018-02-03","2018-02-04","annick-girardin",NA
"2018-02-05","2018-03-12","annick-girardin",NA
"2018-03-13","2018-03-18","annick-girardin",NA
"2018-03-19","2018-03-19","annick-girardin",NA
"2018-03-20","2018-03-25","annick-girardin",NA
"2018-03-26","2018-03-26","annick-girardin",NA
"2018-03-27","2018-04-15","annick-girardin",NA
"2018-04-16","2018-04-22","annick-girardin",NA
"2018-04-23","2018-04-23","annick-girardin",NA
"2018-04-24","2018-04-29","annick-girardin",NA
"2018-04-30","2018-05-02","annick-girardin",NA
"2018-05-03","2018-05-08","annick-girardin",NA
"2018-05-09","2018-06-15","annick-girardin",NA
"2018-06-16","2018-07-06","annick-girardin",NA
"2018-07-07","2018-07-11","annick-girardin",NA
"2018-07-12","2018-07-15","annick-girardin",NA
"2018-07-16","2018-09-11","annick-girardin",NA
"2018-09-12","2018-09-17","annick-girardin",NA
"2018-09-18","2018-09-30","annick-girardin",NA
"2018-10-01","2018-10-03","annick-girardin",NA
"2018-10-04","2018-10-04","annick-girardin",NA
"2018-10-05","2018-10-05","annick-girardin",NA
"2018-10-06","2018-10-17","annick-girardin",NA
"2018-10-18","2018-11-16","annick-girardin",NA
"2018-11-17","2018-11-18","annick-girardin",NA
"2018-11-19","2018-11-25","annick-girardin",NA
"2018-11-26","2018-11-27","annick-girardin",NA
"2018-11-28","2018-12-21","annick-girardin",NA
"2018-12-22","2019-01-08","annick-girardin",NA
"2019-01-09","2019-01-09","annick-girardin",NA
"2019-01-10","2019-01-14","annick-girardin",NA
"2019-01-15","2019-02-14","annick-girardin",NA
"2019-02-15","2019-02-25","annick-girardin",NA
"2019-02-26","2019-02-27","annick-girardin",NA
"2019-02-28","2019-04-27","annick-girardin",NA
"2019-04-28","2019-04-28","annick-girardin",NA
"2019-04-29","2019-04-30","annick-girardin",NA
"2019-05-01","2019-05-01","annick-girardin",NA
"2019-05-02","2019-06-10","annick-girardin",NA
"2019-06-11","2019-06-26","annick-girardin",NA
"2019-06-27","2019-07-01","annick-girardin",NA
"2019-07-02","2019-07-07","annick-girardin",NA
"2019-07-08","2019-07-24","annick-girardin",NA
"2017-06-21","2017-06-26","annie-chapelier","NI"
"2017-06-27","2017-06-28","annie-chapelier","LREM"
"2017-06-29","2017-07-21","annie-chapelier","LREM"
"2017-07-22","2017-07-22","annie-chapelier","LREM"
"2017-07-23","2017-07-24","annie-chapelier","LREM"
"2017-07-25","2017-08-21","annie-chapelier","LREM"
"2017-08-22","2017-09-05","annie-chapelier","LREM"
"2017-09-06","2017-11-16","annie-chapelier","LREM"
"2017-11-17","2017-11-28","annie-chapelier","LREM"
"2017-11-29","2017-11-29","annie-chapelier","LREM"
"2017-11-30","2017-12-08","annie-chapelier","LREM"
"2017-12-09","2017-12-18","annie-chapelier","LREM"
"2017-12-19","2017-12-24","annie-chapelier","LREM"
"2017-12-25","2017-12-25","annie-chapelier","LREM"
"2017-12-26","2018-01-19","annie-chapelier","LREM"
"2018-01-20","2018-01-23","annie-chapelier","LREM"
"2018-01-24","2018-02-02","annie-chapelier","LREM"
"2018-02-03","2018-02-04","annie-chapelier","LREM"
"2018-02-05","2018-03-12","annie-chapelier","LREM"
"2018-03-13","2018-03-18","annie-chapelier","LREM"
"2018-03-19","2018-03-19","annie-chapelier","LREM"
"2018-03-20","2018-03-25","annie-chapelier","LREM"
"2018-03-26","2018-03-26","annie-chapelier","LREM"
"2018-03-27","2018-04-15","annie-chapelier","LREM"
"2018-04-16","2018-04-22","annie-chapelier","LREM"
"2018-04-23","2018-04-23","annie-chapelier","LREM"
"2018-04-24","2018-04-29","annie-chapelier","LREM"
"2018-04-30","2018-05-02","annie-chapelier","LREM"
"2018-05-03","2018-05-08","annie-chapelier","LREM"
"2018-05-09","2018-06-15","annie-chapelier","LREM"
"2018-06-16","2018-07-06","annie-chapelier","LREM"
"2018-07-07","2018-07-11","annie-chapelier","LREM"
"2018-07-12","2018-07-15","annie-chapelier","LREM"
"2018-07-16","2018-09-11","annie-chapelier","LREM"
"2018-09-12","2018-09-17","annie-chapelier","LREM"
"2018-09-18","2018-09-30","annie-chapelier","LREM"
"2018-10-01","2018-10-03","annie-chapelier","LREM"
"2018-10-04","2018-10-04","annie-chapelier","LREM"
"2018-10-05","2018-10-05","annie-chapelier","LREM"
"2018-10-06","2018-10-17","annie-chapelier","LREM"
"2018-10-18","2018-11-16","annie-chapelier","LREM"
"2018-11-17","2018-11-18","annie-chapelier","LREM"
"2018-11-19","2018-11-25","annie-chapelier","LREM"
"2018-11-26","2018-11-27","annie-chapelier","LREM"
"2018-11-28","2018-12-21","annie-chapelier","LREM"
"2018-12-22","2019-01-08","annie-chapelier","LREM"
"2019-01-09","2019-01-09","annie-chapelier","LREM"
"2019-01-10","2019-01-14","annie-chapelier","LREM"
"2019-01-15","2019-02-14","annie-chapelier","LREM"
"2019-02-15","2019-02-25","annie-chapelier","LREM"
"2019-02-26","2019-02-27","annie-chapelier","LREM"
"2019-02-28","2019-04-27","annie-chapelier","LREM"
"2019-04-28","2019-04-28","annie-chapelier","LREM"
"2019-04-29","2019-04-30","annie-chapelier","LREM"
"2019-05-01","2019-05-01","annie-chapelier","LREM"
"2019-05-02","2019-06-10","annie-chapelier","LREM"
"2019-06-11","2019-06-26","annie-chapelier","LREM"
"2019-06-27","2019-07-01","annie-chapelier","LREM"
"2019-07-02","2019-07-07","annie-chapelier","LREM"
"2019-07-08","2019-07-24","annie-chapelier","LREM"
"2017-06-21","2017-06-26","annie-genevard","NI"
"2017-06-27","2017-06-28","annie-genevard","LR"
"2017-06-29","2017-07-21","annie-genevard","LR"
"2017-07-22","2017-07-22","annie-genevard","LR"
"2017-07-23","2017-07-24","annie-genevard","LR"
"2017-07-25","2017-08-21","annie-genevard","LR"
"2017-08-22","2017-09-05","annie-genevard","LR"
"2017-09-06","2017-11-16","annie-genevard","LR"
"2017-11-17","2017-11-28","annie-genevard","LR"
"2017-11-29","2017-11-29","annie-genevard","LR"
"2017-11-30","2017-12-08","annie-genevard","LR"
"2017-12-09","2017-12-18","annie-genevard","LR"
"2017-12-19","2017-12-24","annie-genevard","LR"
"2017-12-25","2017-12-25","annie-genevard","LR"
"2017-12-26","2018-01-19","annie-genevard","LR"
"2018-01-20","2018-01-23","annie-genevard","LR"
"2018-01-24","2018-02-02","annie-genevard","LR"
"2018-02-03","2018-02-04","annie-genevard","LR"
"2018-02-05","2018-03-12","annie-genevard","LR"
"2018-03-13","2018-03-18","annie-genevard","LR"
"2018-03-19","2018-03-19","annie-genevard","LR"
"2018-03-20","2018-03-25","annie-genevard","LR"
"2018-03-26","2018-03-26","annie-genevard","LR"
"2018-03-27","2018-04-15","annie-genevard","LR"
"2018-04-16","2018-04-22","annie-genevard","LR"
"2018-04-23","2018-04-23","annie-genevard","LR"
"2018-04-24","2018-04-29","annie-genevard","LR"
"2018-04-30","2018-05-02","annie-genevard","LR"
"2018-05-03","2018-05-08","annie-genevard","LR"
"2018-05-09","2018-06-15","annie-genevard","LR"
"2018-06-16","2018-07-06","annie-genevard","LR"
"2018-07-07","2018-07-11","annie-genevard","LR"
"2018-07-12","2018-07-15","annie-genevard","LR"
"2018-07-16","2018-09-11","annie-genevard","LR"
"2018-09-12","2018-09-17","annie-genevard","LR"
"2018-09-18","2018-09-30","annie-genevard","LR"
"2018-10-01","2018-10-03","annie-genevard","LR"
"2018-10-04","2018-10-04","annie-genevard","LR"
"2018-10-05","2018-10-05","annie-genevard","LR"
"2018-10-06","2018-10-17","annie-genevard","LR"
"2018-10-18","2018-11-16","annie-genevard","LR"
"2018-11-17","2018-11-18","annie-genevard","LR"
"2018-11-19","2018-11-25","annie-genevard","LR"
"2018-11-26","2018-11-27","annie-genevard","LR"
"2018-11-28","2018-12-21","annie-genevard","LR"
"2018-12-22","2019-01-08","annie-genevard","LR"
"2019-01-09","2019-01-09","annie-genevard","LR"
"2019-01-10","2019-01-14","annie-genevard","LR"
"2019-01-15","2019-02-14","annie-genevard","LR"
"2019-02-15","2019-02-25","annie-genevard","LR"
"2019-02-26","2019-02-27","annie-genevard","LR"
"2019-02-28","2019-04-27","annie-genevard","LR"
"2019-04-28","2019-04-28","annie-genevard","LR"
"2019-04-29","2019-04-30","annie-genevard","LR"
"2019-05-01","2019-05-01","annie-genevard","LR"
"2019-05-02","2019-06-10","annie-genevard","LR"
"2019-06-11","2019-06-26","annie-genevard","LR"
"2019-06-27","2019-07-01","annie-genevard","LR"
"2019-07-02","2019-07-07","annie-genevard","LR"
"2019-07-08","2019-07-24","annie-genevard","LR"
"2017-06-21","2017-06-26","annie-vidal","NI"
"2017-06-27","2017-06-28","annie-vidal","LREM"
"2017-06-29","2017-07-21","annie-vidal","LREM"
"2017-07-22","2017-07-22","annie-vidal","LREM"
"2017-07-23","2017-07-24","annie-vidal","LREM"
"2017-07-25","2017-08-21","annie-vidal","LREM"
"2017-08-22","2017-09-05","annie-vidal","LREM"
"2017-09-06","2017-11-16","annie-vidal","LREM"
"2017-11-17","2017-11-28","annie-vidal","LREM"
"2017-11-29","2017-11-29","annie-vidal","LREM"
"2017-11-30","2017-12-08","annie-vidal","LREM"
"2017-12-09","2017-12-18","annie-vidal","LREM"
"2017-12-19","2017-12-24","annie-vidal","LREM"
"2017-12-25","2017-12-25","annie-vidal","LREM"
"2017-12-26","2018-01-19","annie-vidal","LREM"
"2018-01-20","2018-01-23","annie-vidal","LREM"
"2018-01-24","2018-02-02","annie-vidal","LREM"
"2018-02-03","2018-02-04","annie-vidal","LREM"
"2018-02-05","2018-03-12","annie-vidal","LREM"
"2018-03-13","2018-03-18","annie-vidal","LREM"
"2018-03-19","2018-03-19","annie-vidal","LREM"
"2018-03-20","2018-03-25","annie-vidal","LREM"
"2018-03-26","2018-03-26","annie-vidal","LREM"
"2018-03-27","2018-04-15","annie-vidal","LREM"
"2018-04-16","2018-04-22","annie-vidal","LREM"
"2018-04-23","2018-04-23","annie-vidal","LREM"
"2018-04-24","2018-04-29","annie-vidal","LREM"
"2018-04-30","2018-05-02","annie-vidal","LREM"
"2018-05-03","2018-05-08","annie-vidal","LREM"
"2018-05-09","2018-06-15","annie-vidal","LREM"
"2018-06-16","2018-07-06","annie-vidal","LREM"
"2018-07-07","2018-07-11","annie-vidal","LREM"
"2018-07-12","2018-07-15","annie-vidal","LREM"
"2018-07-16","2018-09-11","annie-vidal","LREM"
"2018-09-12","2018-09-17","annie-vidal","LREM"
"2018-09-18","2018-09-30","annie-vidal","LREM"
"2018-10-01","2018-10-03","annie-vidal","LREM"
"2018-10-04","2018-10-04","annie-vidal","LREM"
"2018-10-05","2018-10-05","annie-vidal","LREM"
"2018-10-06","2018-10-17","annie-vidal","LREM"
"2018-10-18","2018-11-16","annie-vidal","LREM"
"2018-11-17","2018-11-18","annie-vidal","LREM"
"2018-11-19","2018-11-25","annie-vidal","LREM"
"2018-11-26","2018-11-27","annie-vidal","LREM"
"2018-11-28","2018-12-21","annie-vidal","LREM"
"2018-12-22","2019-01-08","annie-vidal","LREM"
"2019-01-09","2019-01-09","annie-vidal","LREM"
"2019-01-10","2019-01-14","annie-vidal","LREM"
"2019-01-15","2019-02-14","annie-vidal","LREM"
"2019-02-15","2019-02-25","annie-vidal","LREM"
"2019-02-26","2019-02-27","annie-vidal","LREM"
"2019-02-28","2019-04-27","annie-vidal","LREM"
"2019-04-28","2019-04-28","annie-vidal","LREM"
"2019-04-29","2019-04-30","annie-vidal","LREM"
"2019-05-01","2019-05-01","annie-vidal","LREM"
"2019-05-02","2019-06-10","annie-vidal","LREM"
"2019-06-11","2019-06-26","annie-vidal","LREM"
"2019-06-27","2019-07-01","annie-vidal","LREM"
"2019-07-02","2019-07-07","annie-vidal","LREM"
"2019-07-08","2019-07-24","annie-vidal","LREM"
"2017-06-21","2017-06-26","anthony-cellier","NI"
"2017-06-27","2017-06-28","anthony-cellier","LREM"
"2017-06-29","2017-07-21","anthony-cellier","LREM"
"2017-07-22","2017-07-22","anthony-cellier","LREM"
"2017-07-23","2017-07-24","anthony-cellier","LREM"
"2017-07-25","2017-08-21","anthony-cellier","LREM"
"2017-08-22","2017-09-05","anthony-cellier","LREM"
"2017-09-06","2017-11-16","anthony-cellier","LREM"
"2017-11-17","2017-11-28","anthony-cellier","LREM"
"2017-11-29","2017-11-29","anthony-cellier","LREM"
"2017-11-30","2017-12-08","anthony-cellier","LREM"
"2017-12-09","2017-12-18","anthony-cellier","LREM"
"2017-12-19","2017-12-24","anthony-cellier","LREM"
"2017-12-25","2017-12-25","anthony-cellier","LREM"
"2017-12-26","2018-01-19","anthony-cellier","LREM"
"2018-01-20","2018-01-23","anthony-cellier","LREM"
"2018-01-24","2018-02-02","anthony-cellier","LREM"
"2018-02-03","2018-02-04","anthony-cellier","LREM"
"2018-02-05","2018-03-12","anthony-cellier","LREM"
"2018-03-13","2018-03-18","anthony-cellier","LREM"
"2018-03-19","2018-03-19","anthony-cellier","LREM"
"2018-03-20","2018-03-25","anthony-cellier","LREM"
"2018-03-26","2018-03-26","anthony-cellier","LREM"
"2018-03-27","2018-04-15","anthony-cellier","LREM"
"2018-04-16","2018-04-22","anthony-cellier","LREM"
"2018-04-23","2018-04-23","anthony-cellier","LREM"
"2018-04-24","2018-04-29","anthony-cellier","LREM"
"2018-04-30","2018-05-02","anthony-cellier","LREM"
"2018-05-03","2018-05-08","anthony-cellier","LREM"
"2018-05-09","2018-06-15","anthony-cellier","LREM"
"2018-06-16","2018-07-06","anthony-cellier","LREM"
"2018-07-07","2018-07-11","anthony-cellier","LREM"
"2018-07-12","2018-07-15","anthony-cellier","LREM"
"2018-07-16","2018-09-11","anthony-cellier","LREM"
"2018-09-12","2018-09-17","anthony-cellier","LREM"
"2018-09-18","2018-09-30","anthony-cellier","LREM"
"2018-10-01","2018-10-03","anthony-cellier","LREM"
"2018-10-04","2018-10-04","anthony-cellier","LREM"
"2018-10-05","2018-10-05","anthony-cellier","LREM"
"2018-10-06","2018-10-17","anthony-cellier","LREM"
"2018-10-18","2018-11-16","anthony-cellier","LREM"
"2018-11-17","2018-11-18","anthony-cellier","LREM"
"2018-11-19","2018-11-25","anthony-cellier","LREM"
"2018-11-26","2018-11-27","anthony-cellier","LREM"
"2018-11-28","2018-12-21","anthony-cellier","LREM"
"2018-12-22","2019-01-08","anthony-cellier","LREM"
"2019-01-09","2019-01-09","anthony-cellier","LREM"
"2019-01-10","2019-01-14","anthony-cellier","LREM"
"2019-01-15","2019-02-14","anthony-cellier","LREM"
"2019-02-15","2019-02-25","anthony-cellier","LREM"
"2019-02-26","2019-02-27","anthony-cellier","LREM"
"2019-02-28","2019-04-27","anthony-cellier","LREM"
"2019-04-28","2019-04-28","anthony-cellier","LREM"
"2019-04-29","2019-04-30","anthony-cellier","LREM"
"2019-05-01","2019-05-01","anthony-cellier","LREM"
"2019-05-02","2019-06-10","anthony-cellier","LREM"
"2019-06-11","2019-06-26","anthony-cellier","LREM"
"2019-06-27","2019-07-01","anthony-cellier","LREM"
"2019-07-02","2019-07-07","anthony-cellier","LREM"
"2019-07-08","2019-07-24","anthony-cellier","LREM"
"2017-06-21","2017-06-26","antoine-herth","NI"
"2017-06-27","2017-06-28","antoine-herth","LC"
"2017-06-29","2017-07-21","antoine-herth","LC"
"2017-07-22","2017-07-22","antoine-herth","LC"
"2017-07-23","2017-07-24","antoine-herth","LC"
"2017-07-25","2017-08-21","antoine-herth","LC"
"2017-08-22","2017-09-05","antoine-herth","LC"
"2017-09-06","2017-11-16","antoine-herth","LC"
"2017-11-17","2017-11-28","antoine-herth","LC"
"2017-11-29","2017-11-29","antoine-herth","UAI"
"2017-11-30","2017-12-08","antoine-herth","UAI"
"2017-12-09","2017-12-18","antoine-herth","UAI"
"2017-12-19","2017-12-24","antoine-herth","UAI"
"2017-12-25","2017-12-25","antoine-herth","UAI"
"2017-12-26","2018-01-19","antoine-herth","UAI"
"2018-01-20","2018-01-23","antoine-herth","UAI"
"2018-01-24","2018-02-02","antoine-herth","UAI"
"2018-02-03","2018-02-04","antoine-herth","UAI"
"2018-02-05","2018-03-12","antoine-herth","UAI"
"2018-03-13","2018-03-18","antoine-herth","UAI"
"2018-03-19","2018-03-19","antoine-herth","UAI"
"2018-03-20","2018-03-25","antoine-herth","UAI"
"2018-03-26","2018-03-26","antoine-herth","UAI"
"2018-03-27","2018-04-15","antoine-herth","UAI"
"2018-04-16","2018-04-22","antoine-herth","UAI"
"2018-04-23","2018-04-23","antoine-herth","UAI"
"2018-04-24","2018-04-29","antoine-herth","UAI"
"2018-04-30","2018-05-02","antoine-herth","UAI"
"2018-05-03","2018-05-08","antoine-herth","UAI"
"2018-05-09","2018-06-15","antoine-herth","UAI"
"2018-06-16","2018-07-06","antoine-herth","UAI"
"2018-07-07","2018-07-11","antoine-herth","UAI"
"2018-07-12","2018-07-15","antoine-herth","UAI"
"2018-07-16","2018-09-11","antoine-herth","UAI"
"2018-09-12","2018-09-17","antoine-herth","UAI"
"2018-09-18","2018-09-30","antoine-herth","UAI"
"2018-10-01","2018-10-03","antoine-herth","UAI"
"2018-10-04","2018-10-04","antoine-herth","UAI"
"2018-10-05","2018-10-05","antoine-herth","UAI"
"2018-10-06","2018-10-17","antoine-herth","UAI"
"2018-10-18","2018-11-16","antoine-herth","UAI"
"2018-11-17","2018-11-18","antoine-herth","UAI"
"2018-11-19","2018-11-25","antoine-herth","UAI"
"2018-11-26","2018-11-27","antoine-herth","UAI"
"2018-11-28","2018-12-21","antoine-herth","UAI"
"2018-12-22","2019-01-08","antoine-herth","UAI"
"2019-01-09","2019-01-09","antoine-herth","UAI"
"2019-01-10","2019-01-14","antoine-herth","UAI"
"2019-01-15","2019-02-14","antoine-herth","UAI"
"2019-02-15","2019-02-25","antoine-herth","UAI"
"2019-02-26","2019-02-27","antoine-herth","UAI"
"2019-02-28","2019-04-27","antoine-herth","UAI"
"2019-04-28","2019-04-28","antoine-herth","UAI"
"2019-04-29","2019-04-30","antoine-herth","UAI"
"2019-05-01","2019-05-01","antoine-herth","UAI"
"2019-05-02","2019-06-10","antoine-herth","UAI"
"2019-06-11","2019-06-26","antoine-herth","UDII"
"2019-06-27","2019-07-01","antoine-herth","UDII"
"2019-07-02","2019-07-07","antoine-herth","UDII"
"2019-07-08","2019-07-24","antoine-herth","UDII"
"2017-06-21","2017-06-26","antoine-savignat",NA
"2017-06-27","2017-06-28","antoine-savignat",NA
"2017-06-29","2017-07-21","antoine-savignat",NA
"2017-07-22","2017-07-22","antoine-savignat",NA
"2017-07-23","2017-07-24","antoine-savignat",NA
"2017-07-25","2017-08-21","antoine-savignat",NA
"2017-08-22","2017-09-05","antoine-savignat",NA
"2017-09-06","2017-11-16","antoine-savignat",NA
"2017-11-17","2017-11-28","antoine-savignat",NA
"2017-11-29","2017-11-29","antoine-savignat",NA
"2017-11-30","2017-12-08","antoine-savignat",NA
"2017-12-09","2017-12-18","antoine-savignat",NA
"2017-12-19","2017-12-24","antoine-savignat",NA
"2017-12-25","2017-12-25","antoine-savignat",NA
"2017-12-26","2018-01-19","antoine-savignat",NA
"2018-01-20","2018-01-23","antoine-savignat",NA
"2018-01-24","2018-02-02","antoine-savignat",NA
"2018-02-03","2018-02-04","antoine-savignat",NA
"2018-02-05","2018-03-12","antoine-savignat","LR"
"2018-03-13","2018-03-18","antoine-savignat","LR"
"2018-03-19","2018-03-19","antoine-savignat","LR"
"2018-03-20","2018-03-25","antoine-savignat","LR"
"2018-03-26","2018-03-26","antoine-savignat","LR"
"2018-03-27","2018-04-15","antoine-savignat","LR"
"2018-04-16","2018-04-22","antoine-savignat","LR"
"2018-04-23","2018-04-23","antoine-savignat","LR"
"2018-04-24","2018-04-29","antoine-savignat","LR"
"2018-04-30","2018-05-02","antoine-savignat","LR"
"2018-05-03","2018-05-08","antoine-savignat","LR"
"2018-05-09","2018-06-15","antoine-savignat","LR"
"2018-06-16","2018-07-06","antoine-savignat","LR"
"2018-07-07","2018-07-11","antoine-savignat","LR"
"2018-07-12","2018-07-15","antoine-savignat","LR"
"2018-07-16","2018-09-11","antoine-savignat","LR"
"2018-09-12","2018-09-17","antoine-savignat","LR"
"2018-09-18","2018-09-30","antoine-savignat","LR"
"2018-10-01","2018-10-03","antoine-savignat","LR"
"2018-10-04","2018-10-04","antoine-savignat","LR"
"2018-10-05","2018-10-05","antoine-savignat","LR"
"2018-10-06","2018-10-17","antoine-savignat","LR"
"2018-10-18","2018-11-16","antoine-savignat","LR"
"2018-11-17","2018-11-18","antoine-savignat","LR"
"2018-11-19","2018-11-25","antoine-savignat","LR"
"2018-11-26","2018-11-27","antoine-savignat","LR"
"2018-11-28","2018-12-21","antoine-savignat","LR"
"2018-12-22","2019-01-08","antoine-savignat","LR"
"2019-01-09","2019-01-09","antoine-savignat","LR"
"2019-01-10","2019-01-14","antoine-savignat","LR"
"2019-01-15","2019-02-14","antoine-savignat","LR"
"2019-02-15","2019-02-25","antoine-savignat","LR"
"2019-02-26","2019-02-27","antoine-savignat","LR"
"2019-02-28","2019-04-27","antoine-savignat","LR"
"2019-04-28","2019-04-28","antoine-savignat","LR"
"2019-04-29","2019-04-30","antoine-savignat","LR"
"2019-05-01","2019-05-01","antoine-savignat","LR"
"2019-05-02","2019-06-10","antoine-savignat","LR"
"2019-06-11","2019-06-26","antoine-savignat","LR"
"2019-06-27","2019-07-01","antoine-savignat","LR"
"2019-07-02","2019-07-07","antoine-savignat","LR"
"2019-07-08","2019-07-24","antoine-savignat","LR"
"2017-06-21","2017-06-26","arnaud-viala","NI"
"2017-06-27","2017-06-28","arnaud-viala","LR"
"2017-06-29","2017-07-21","arnaud-viala","LR"
"2017-07-22","2017-07-22","arnaud-viala","LR"
"2017-07-23","2017-07-24","arnaud-viala","LR"
"2017-07-25","2017-08-21","arnaud-viala","LR"
"2017-08-22","2017-09-05","arnaud-viala","LR"
"2017-09-06","2017-11-16","arnaud-viala","LR"
"2017-11-17","2017-11-28","arnaud-viala","LR"
"2017-11-29","2017-11-29","arnaud-viala","LR"
"2017-11-30","2017-12-08","arnaud-viala","LR"
"2017-12-09","2017-12-18","arnaud-viala","LR"
"2017-12-19","2017-12-24","arnaud-viala","LR"
"2017-12-25","2017-12-25","arnaud-viala","LR"
"2017-12-26","2018-01-19","arnaud-viala","LR"
"2018-01-20","2018-01-23","arnaud-viala","LR"
"2018-01-24","2018-02-02","arnaud-viala","LR"
"2018-02-03","2018-02-04","arnaud-viala","LR"
"2018-02-05","2018-03-12","arnaud-viala","LR"
"2018-03-13","2018-03-18","arnaud-viala","LR"
"2018-03-19","2018-03-19","arnaud-viala","LR"
"2018-03-20","2018-03-25","arnaud-viala","LR"
"2018-03-26","2018-03-26","arnaud-viala","LR"
"2018-03-27","2018-04-15","arnaud-viala","LR"
"2018-04-16","2018-04-22","arnaud-viala","LR"
"2018-04-23","2018-04-23","arnaud-viala","LR"
"2018-04-24","2018-04-29","arnaud-viala","LR"
"2018-04-30","2018-05-02","arnaud-viala","LR"
"2018-05-03","2018-05-08","arnaud-viala","LR"
"2018-05-09","2018-06-15","arnaud-viala","LR"
"2018-06-16","2018-07-06","arnaud-viala","LR"
"2018-07-07","2018-07-11","arnaud-viala","LR"
"2018-07-12","2018-07-15","arnaud-viala","LR"
"2018-07-16","2018-09-11","arnaud-viala","LR"
"2018-09-12","2018-09-17","arnaud-viala","LR"
"2018-09-18","2018-09-30","arnaud-viala","LR"
"2018-10-01","2018-10-03","arnaud-viala","LR"
"2018-10-04","2018-10-04","arnaud-viala","LR"
"2018-10-05","2018-10-05","arnaud-viala","LR"
"2018-10-06","2018-10-17","arnaud-viala","LR"
"2018-10-18","2018-11-16","arnaud-viala","LR"
"2018-11-17","2018-11-18","arnaud-viala","LR"
"2018-11-19","2018-11-25","arnaud-viala","LR"
"2018-11-26","2018-11-27","arnaud-viala","LR"
"2018-11-28","2018-12-21","arnaud-viala","LR"
"2018-12-22","2019-01-08","arnaud-viala","LR"
"2019-01-09","2019-01-09","arnaud-viala","LR"
"2019-01-10","2019-01-14","arnaud-viala","LR"
"2019-01-15","2019-02-14","arnaud-viala","LR"
"2019-02-15","2019-02-25","arnaud-viala","LR"
"2019-02-26","2019-02-27","arnaud-viala","LR"
"2019-02-28","2019-04-27","arnaud-viala","LR"
"2019-04-28","2019-04-28","arnaud-viala","LR"
"2019-04-29","2019-04-30","arnaud-viala","LR"
"2019-05-01","2019-05-01","arnaud-viala","LR"
